product_id,url,title,rating,reviews,initial_price,final_price,currency,image_url,seller_name,product_specifications,product_description,seller_ratings,seller_ship_on_time,seller_chat_response,sku,mpn,colors,variations,color,returns_and_warranty,is_super_seller,promotions,brand,product_variation,lazmall,domain,number_sold,gmv,seller_id,category_path,category_name,category_id,category_name_cat,parent_category_id,level,category_path_cat
490,https://www.lazada.com.my/products/buy-1-get-6-free-original-smartphone-y27-nfc-y17-16gb512gb-best-selling-mobile-phone-75-inches-7000-mah-hd-dual-camera-ori-bluetooth-mobile-phone-student-mobile-phone-online-promotion-support-cod-i4218813658-s23907835543.html,[buy 1 get 6 free] original smartphone y27 nfc /y17 16gb+512gb best-selling mobile phone 7.5 inches 7000 mah hd dual camera ori bluetooth mobile phone student mobile phone online promotion support cod,5.0,14,108.75,54.56,usd,"[""https://img.lazcdn.com/g/p/b72821a079152ab08bea82f5f2e20f0c.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b72821a079152ab08bea82f5f2e20f0c.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/62fd376f5f51418a8bc73e1e895da251.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ec1d43e36629d946be09b7f4835facd0.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/71598c5eeda7b331b01c0bc29c0e3cff.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/69261d88d2297c98760bfc4ed7ce4983.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e05ca19ea14bc55d0a8b9ead33e1d97a.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d78940c4b6cfe68e3ddbd4703935fc1e.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ce152e8917355ba40e1d7e878ceb5d3f.jpg_120x120q80.jpg_.webp""]",5g intelligence,"[{""name"":""brand"",""value"":""no brand""},{""name"":""sku"",""value"":""4218813658_my-23907835564""},{""name"":""phone features"",""value"":""dustproof / waterproof,nfc,expandable memory,fingerprint sensor,touchscreen,gps,foldable,wifi""},{""name"":""video resolution"",""value"":""1080p""},{""name"":""screen type"",""value"":""amoled""},{""name"":""number of camera"",""value"":""dual""},{""name"":""model"",""value"":""smartphone y27/y17""},{""name"":""input_voltage"",""value"":""other""},{""name"":""type of battery"",""value"":""lithium polymer battery""},{""name"":""resolution"",""value"":""hd""},{""name"":""sim card slots"",""value"":""2""},{""name"":""display size (inch)"",""value"":""7.5 inches""},{""name"":""condition"",""value"":""new""},{""name"":""battery capacity"",""value"":""7000 mah""},{""name"":""ram memory"",""value"":""16gb""},{""name"":""warranty type"",""value"":""local manufacturer warranty""},{""name"":""warranty"",""value"":""1 year""}]",7 5 inches 128gb 256gb 512gb 64gb 7000 mah. iphone 14 pro max original phone. mobile phones original new model. iphone xs max secondhand. iphone 14 pro max murah. handphone secondhand,0.91,100.0,100.0,4218813658_my-23907835543,4218813658,"[""y27-black"",""y27-blue"",""y27-purple"",""y17-black"",""y17-blue"",""y17-purple""]","[{""name"":""color family"",""variations"":[""y27-black"",""y27-blue"",""y27-purple"",""y17-black"",""y17-blue"",""y17-purple""]},{""name"":""storage capacity"",""variations"":[""64gb"",""128gb"",""256gb"",""512gb""]}]",y27-purple,"[""change of mind"",""7 days free returns"",""1 year local manufacturer warranty""]",0,"[""min. spend rm180""]",[buy,"[{""name"":""color family"",""value"":""y27-purple""},{""name"":""storage capacity"",""value"":""128gb""}]",0,https://www.lazada.com.my,41,2237.07,81,"[""mobiles & tablets"", ""smartphones""]",smartphones,92,Smartphones,91.0,2,"[""Mobiles & Tablets"", ""Smartphones""]"
491,https://www.lazada.com.my/products/used-phone-13-128gb-256gb-512gb-i4164694276-s23606899777.html,[used] phone 13 [128gb / 256gb / 512gb],5.0,1,531.42,507.25,usd,"[""https://img.lazcdn.com/g/p/b5a8be7963e31cfc1fa4e1dbc29660d8.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b5a8be7963e31cfc1fa4e1dbc29660d8.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/69ed897fa262e56b94e9056d43fa0590.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/364c263d09e441e6df0074be5e3d10da.jpg_120x120q80.jpg_.webp""]",lotus's,"[{""name"":""brand"",""value"":""no brands""},{""name"":""sku"",""value"":""4164694276_my-23606899787""},{""name"":""warranty type"",""value"":""local supplier warranty""},{""name"":""warranty"",""value"":""1 year""}]",iphone 13 pro max original. iphone 13 mini second hand. used smartphone original. googlepixel 9 pro. iphone 12 pro max,0.96,85.0,99.0,4164694276_my-23606899777,4164694276,,"[{""name"":""storage"",""variations"":[""128gb"",""256gb"",""512gb""]},{""name"":""colour"",""variations"":[""blue"",""green"",""midnight"",""pink"",""red"",""starlight""]}]",,"[""authentic"",""change of mind"",""30 days free returns"",""1 year local supplier warranty""]",1,"[""min. spend rm150""]",no brands,"[{""name"":""storage"",""value"":""256gb""},{""name"":""colour"",""value"":""green""}]",1,https://www.lazada.com.my,6,3043.5,67,"[""mobiles & tablets"", ""smartphones""]",smartphones,92,Smartphones,91.0,2,"[""Mobiles & Tablets"", ""Smartphones""]"
492,https://www.lazada.com.my/products/multipurpose-car-boot-organiser-collapsible-foldable-storage-box-bucket-plastic-container-18l-37l-60l-with-lid-without-lid-kotak-simpan-kereta-bonet-baldi-cuci-kereta-car-wash-car-care-diy-fishing-easy-clean-sesuai-untuk-keputusan-air-i454228093-s5127732060.html,✨ multipurpose car boot organiser collapsible foldable storage box bucket plastic container 18l 37l 60l with lid / without lid kotak simpan kereta bonet baldi cuci kereta car wash car care diy fishing easy clean sesuai untuk keputusan air,4.9,50,29.0,16.69,usd,"[""https://img.lazcdn.com/g/p/ba5cbd5fa518171b6c5a1d0160285784.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/738d9d9f774e92b5ee9bb8f3ebbe22ce.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b8e4da3d2cfeb686ac4c73570e477ab5.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ec0e59bbd9dd7ac3cd9224fdb7e588bf.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b2b9e8739bf86ac12d5b0a9c80d03797.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/634301477a61302b8fa10344742dfd5a.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e6fdc10e59b95a5fa55eb19a5aa1920b.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/cce48b4bbb0db0f7cb0676ab3da909d0.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/11ecadd337e1ee2801747dae08468754.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ba5cbd5fa518171b6c5a1d0160285784.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/4e895b155155dbb4412a8cc98a083e8e.jpg_120x120q80.jpg_.webp""]",kenshiro car store,"[{""name"":""brand"",""value"":""china oem""},{""name"":""sku"",""value"":""454228093_my-13580262827""},{""name"":""steering wheels & accessories type"",""value"":""steering accessories""},{""name"":""model"",""value"":""18l,37l,60l""},{""name"":""warranty type"",""value"":""no warranty""}]","perodua alza steering wheel control. car boot shoe organizer. honda wrv accessories. dustbin wall mount. cleaning storage. no more mess in your boot. comes with handles for added convenience. perfect for shopping, long trips, or simply tidying up the boot. strong polyester construction. collapsible, folds flat when not in use",0.96,98.0,100.0,454228093_my-5127732060,454228093,"[""18l"",""37l"",""60l (no lid)"",""60l""]","[{""name"":""color family"",""variations"":[""18l"",""37l"",""60l (no lid)"",""60l""]}]",60l (no lid),"[""change of mind"",""7 days free returns"",""warranty not available""]",0,[],china oem,"[{""name"":""color family"",""value"":""60l (no lid)""}]",0,https://www.lazada.com.my,128,2136.53,89,"[""motors"", ""automotive"", ""interior accessories"", ""steering wheels & accessories""]",steering wheels & accessories,119,Steering Wheels & Accessories,118.0,4,"[""Motors"", ""Automotive"", ""Interior Accessories"", ""Steering Wheels & Accessories""]"
493,https://www.lazada.com.my/products/ambi-pur-small-space-freshener-downy-mystique-premium-parfum-45-ml-x-2-i3430753826-s18547593051.html,ambi pur small space freshener downy mystique premium parfum 4.5 ml x 2,5.0,125,3.36,2.59,usd,"[""https://img.lazcdn.com/g/p/3df0ef9ed8a3d5b435f85fed69658f55.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3df0ef9ed8a3d5b435f85fed69658f55.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0c7511a1c9c9494f69580a5f40274e38.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/38d6366f5d89c4293ceb4ab8dc7093c5.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/fb62430d3e8b9a0357e4d1cc2c2fe205.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ba0e72bb6213e407dec92cf03c528c9d.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/2ea31d33ceda22502d05887af069d329.jpg_120x120q80.jpg_.webp""]",p&g malaysia,"[{""name"":""brand"",""value"":""ambi pur""},{""name"":""sku"",""value"":""3430753826_my-18547593051""},{""name"":""scent"",""value"":""lavendar""}]","ambi pur. air freshener room aromatherapy. ambi pur air freshner spray. 3430753826 my 18547593051. ambi pur automatic spray. initial perfume original. ambi pur 2 in 1 bundle pack hang it easy is a small space freshener that keeps confined spaces smelling fresh all the time. freshness for up to 30 days. on low settings. based on internal test, results under normal temperature and environment. for use in living room, bed room and all rooms. your perfume for every room",0.98,99.0,100.0,3430753826_my-18547593051,3430753826,,[],,"[""authentic"",""change of mind"",""30 days free returns"",""warranty not available""]",1,"[""min. spend rm100""]",ambi pur,[],1,https://www.lazada.com.my,861,2226.37,90,"[""household supplies"", ""air care"", ""air fresheners"", ""devices""]",devices,111,Devices,95.0,4,"[""Household Supplies"", ""Air Care"", ""Air Fresheners"", ""Devices""]"
495,https://www.lazada.com.my/products/100-original-doterras-essential-oil-peppermintbalanceclovepatchoulitea-treeserenitylavenderlemonlemongrasson-guardfrankincensebreatheeasy-air-essentialwild-orange-oil-15ml-i4207785335-s23842339699.html,100% original doterras essential oil peppermint/balance/clove/patchouli/tea tree/serenity/lavender/lemon/lemongrass/on guard/frankincense/breathe/easy air essential/wild orange oil 15ml,4.9,48,29.0,13.52,usd,"[""https://img.lazcdn.com/g/p/367fbcc7f4a1ccce53b0e536b21d7bac.png_720x720q80.png_.webp"",""https://img.lazcdn.com/g/p/367fbcc7f4a1ccce53b0e536b21d7bac.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/bf248d716e82f5ec038bfd22d9bddbf4.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/81b70c7a7246b09500b8ba99dc6aa30f.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/3ec0adc091c6242590e49b59b9e7eb36.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/8f0809eedd30a979b84b0d79724f1d29.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/baceea389a9b4557ce4f3707b550ec89.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/afe38c2322be3eec2caca667e485bb13.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/bf6a2d89e44304a2695603959c9b4d96.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/44194938d322aecfcbb46b547a194e8f.png_120x120q80.png_.webp""]",doterra  shop,"[{""name"":""brand"",""value"":""no brand""},{""name"":""sku"",""value"":""4207785335_my-23860578516""},{""name"":""body benefits"",""value"":""moisturizing""}]",doterra essential oil official store. pepper spray self defence. aura cacia essential oil. eve taylor essential oil. rush poppers for bottom,0.95,100.0,100.0,4207785335_my-23842339699,4207785335,,"[{""name"":""fragrance_family"",""variations"":[""tea tree"",""balance"",""clove"",""patchouli"",""serenity"",""lavender"",""lemon"",""lemongrass"",""on guard"",""frankincense"",""peppermint"",""breathe"",""easy air"",""wild orange""]}]",,"[""change of mind"",""7 days free returns"",""warranty not available""]",0,"[""min. spend rm1"",""buy 2, get 5% off;   buy 4, get 10% off""]",100%,"[{""name"":""fragrance_family"",""value"":""serenity""}]",0,https://www.lazada.com.my,233,3150.97,91,"[""beauty"", ""personal care"", ""bath & body"", ""aromatherapy"", ""essential oil""]",essential oil,113,Essential Oil,112.0,5,"[""Beauty"", ""Personal Care"", ""Bath & Body"", ""Aromatherapy"", ""Essential Oil""]"
496,https://www.lazada.com.my/products/hot-in-japanformaldehyde-remover-air-purification-remove-formaldehyde-clean-air-care-home-300ml-i4228686444-s23955813343.html,【hot in japan】formaldehyde remover air purification remove formaldehyde clean air care home 300ml 除甲醛喷雾,,0,37.46,18.73,usd,"[""https://img.lazcdn.com/g/ot/common/e2189658f99e4f16b0732cd2c9b34a8a.png_720x720q80.png_.webp"",""https://img.lazcdn.com/g/p/16da763d2e21258b27832408db0ebb7f.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e673189f3a5d4462dcaeea1a7810aa96.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e30f5a1988d4c7bbb27fd3f73dc2975e.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/9f73a390784df74b1c56be0956e935a3.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ef1a90ef818a4838363381b9b63a38be.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d3063660c663762cb4159933192a94e3.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/eaeadb710842f076dfdb7d163919e9fa.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/590f9836a9d8e4705d0842f3595681b1.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ff206a67567d2adcb05df10a1a48e845.jpg_120x120q80.jpg_.webp""]",laiminuo01,"[{""name"":""brand"",""value"":""no brand""},{""name"":""sku"",""value"":""4228686444_my-23955813343""},{""name"":""scent"",""value"":""comfort""}]",ambi pur room fresh downy. ambi pure air freshener. bactakleen odour killer. incense coil 4 hours. formadehyde remover,0.97,98.0,100.0,4228686444_my-23955813343,4228686444,,"[{""name"":""quantity"",""variations"":[""1 bottle"",""2 bottle"",""buy 3 free 1"",""buy 5 free 2""]}]",,"[""change of mind"",""7 days free returns"",""warranty not available""]",0,"[""min. spend rm120""]",【hot,"[{""name"":""quantity"",""value"":""buy 5 free 2""}]",0,https://www.lazada.com.my,1,18.73,92,"[""household supplies"", ""air care"", ""air fresheners"", ""sprays""]",sprays,96,Sprays,95.0,4,"[""Household Supplies"", ""Air Care"", ""Air Fresheners"", ""Sprays""]"
497,https://www.lazada.com.my/products/1l-nippon-paint-odour-less-aircare-odourless-air-care-interior-wall-low-sheen-anti-bacteria-cat-dalam-tak-bau-i4049423826-s22928422828.html,1l nippon paint odour-less aircare odourless air care interior wall low sheen anti bacteria cat dalam tak bau,5.0,2,12.81,12.81,usd,"[""https://img.lazcdn.com/g/p/e845a075094a1d900a9d7e20522421d7.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e845a075094a1d900a9d7e20522421d7.jpg_120x120q80.jpg_.webp""]",mun diy,"[{""name"":""brand"",""value"":""no brand""},{""name"":""sku"",""value"":""4049423826_my-22928422864""},{""name"":""warranty type"",""value"":""no warranty""}]",cat dinding luar rumah nippon. cat untuk dinding bilik air. cat dinding 1 liter murah. kcc paint interior 15l. cat dinding waterproof,0.98,97.0,86.0,4049423826_my-22928422828,4049423826,,"[{""name"":""colour"",""variations"":[""white 145"",""soothng blue ow1057p"",""blue wish pb1538p"",""quarry pebble 4221p"",""cerulean pb1535t"",""4044t terrace stone"",""peace whit ow1009p"",""green monta bgg1752t"",""snow white ow1002p"",""violet petal pb1404p"",""soft blue pro0426"",""blue breeze bgg1585p"",""brilliant white 1001"",""fltg leaves bgg1656p"",""driftg cloud ow1035p"",""sapling 4042t"",""white lace ow1004p"",""sugar pink ow1033p"",""swan wing ow1017p"",""sweet peach yo1215p"",""liberty grey 4222t"",""impatienspink r1273t"",""orinoco pb1445p"",""daisy petal yo1124p"",""bosco blue pb1524p"",""kiwi squeez bgg1649p"",""spinning silk 7021p"",""spring song r1258p"",""sweet kiwi bgg1650p"",""buffy orange yo1206t"",""bllrina slipr r1285p"",""silhouette gray4223d"",""quilter thread 4031p"",""black 144"",""sugar cane bgg1679d"",""flint black 161a"",""terrestrialbgg1800d"",""electrifying pb1442a"",""colleen green 23a"",""4043d pecan smell"",""marsh green 54a"",""fire princess r1268d"",""inviting green 71a"",""sunbaked yo1233d"",""exotic bloom r1296d"",""glasslands 61a"",""spring vigor 1053d"",""golden dome yo1149d"",""citrina 53a"",""pm other colours""]}]",,"[""change of mind"",""7 days free returns"",""warranty not available""]",0,[],1l,"[{""name"":""colour"",""value"":""fltg leaves bgg1656p""}]",0,https://www.lazada.com.my,5,64.04,50,"[""tools & home improvement"", ""wall treatment"", ""paint & primers""]",paint & primers,84,Paint & Primers,83.0,3,"[""Tools & Home Improvement"", ""Wall Treatment"", ""Paint & Primers""]"
498,https://www.lazada.com.my/products/car-retractable-cleaning-brush-air-con-outlet-dust-remover-window-fan-brush-keyboard-brush-car-care-i3364437458-s18071644121.html,car retractable cleaning brush air con outlet dust remover window fan brush keyboard brush car care,5.0,5,1.44,0.72,usd,"[""https://img.lazcdn.com/g/ff/kf/s458e3460ad31437da3f60b5bd2d2470bb.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/f829e0be5ae81c3c4abf4155477f9e3c.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/898bc834376e2782fcb63353165b5590.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/37e97ca46bc5758364f32e2de355992f.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/40543c462753f50aa28fd9cb2f11b218.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/25b1f93a207de23f66ba4ae149fca3cb.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/493670ac9f6ecf6088925e9b34c9f14e.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a2045692ecaada543ea0d81994a2edd1.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/da16c08e1a9ad40d64bc8f8cd750cb69.jpg_80x80q80.jpg_.webp""]",gmart mall sdn bhd,"[{""name"":""brand"",""value"":""no brand""},{""name"":""sku"",""value"":""3364437458_my-18071644121""},{""name"":""motor type"",""value"":""car""}]",car retractable cleaning brush air con outlet dust remover window fan brush keyboard brush car care,0.97,98.0,100.0,3364437458_my-18071644121,3364437458,,"[{""name"":""colour"",""variations"":[""black"",""silver""]}]",,"[""change of mind"",""7 days free returns"",""warranty not available""]",0,"[""min. spend rm60""]",car,"[{""name"":""colour"",""value"":""silver""}]",0,https://www.lazada.com.my,7,5.04,93,"[""motors"", ""automotive"", ""car care"", ""car care kits & packages""]",car care kits & packages,120,Car Care Kits & Packages,99.0,4,"[""Motors"", ""Automotive"", ""Car Care"", ""Car Care Kits & Packages""]"
499,https://www.lazada.com.my/products/samsung-galaxy-s24-ai-phone-android-smartphone-12gb-ram-50mp-camera-bigger-display-faster-ram-long-battery-life-i3912104016-s22603290234.html,"samsung galaxy s24+, ai phone, android smartphone, 12gb ram, 50mp camera, bigger display, faster ram, long battery life",4.8,59,1304.74,1135.57,usd,"[""https://img.lazcdn.com/g/p/b19056f9bef799f157684ed8d53cf040.png_720x720q80.png_.webp"",""https://img.lazcdn.com/g/p/b19056f9bef799f157684ed8d53cf040.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/bbc1247093ec60cb01bf07438bd5a9bd.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/7b6735e57f9b60323810a1ca4cf9e2ae.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/896048e7504eeb00d4ec16dea6d26810.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/f41c9d8313a9eb71612356426d7af052.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ad1903aa8fdba054fa2bef7d0cede585.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/51835c83e6ef651bb30225bad6c847c8.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/8331c94bf0bab6e4de416ea8bce5ae12.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/9a2b26146d49131a405ea92c0d328783.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b4efbeae33fbadedd4350adc59dc5920.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/a0c65be3f92760752695e872115da27f.png_120x120q80.png_.webp""]",samsung,"[{""name"":""brand"",""value"":""samsung""},{""name"":""sku"",""value"":""3912104016_my-22603290236""},{""name"":""processor type"",""value"":""exynos2400""},{""name"":""phone features"",""value"":""ai diakftikan""},{""name"":""screen type"",""value"":""amoled""},{""name"":""operating system"",""value"":""android""},{""name"":""number of camera"",""value"":""5""},{""name"":""delivery option economy"",""value"":""yes""},{""name"":""resolution"",""value"":""3120 x 1440""},{""name"":""type of battery"",""value"":""long battery""},{""name"":""display size (inch)"",""value"":""6.7 inches""},{""name"":""battery capacity"",""value"":""4900 mah""},{""name"":""condition"",""value"":""new""},{""name"":""delivery option standard"",""value"":""yes""},{""name"":""warranty type"",""value"":""local manufacturer warranty""},{""name"":""back main camera (mp)"",""value"":""50 mp""},{""name"":""ram memory"",""value"":""12gb""},{""name"":""delivery option express"",""value"":""yes""},{""name"":""delivery option instant"",""value"":""yes""},{""name"":""front main camera (mp)"",""value"":""12 mp""}]",samsung 6 7 inches 4900 mah 256gb 512gb. samsung galaxy s20 plus bts. samsung galaxy s23 ultra. samsung galaxy a51 128gb. apple iphone 15 pro max. samsung galaxys24 ultra,0.95,89.0,93.0,3912104016_my-22603290234,3912104016,"[""marble gray"",""amber yellow"",""cobalt violet"",""onxy  black""]","[{""name"":""color family"",""variations"":[""marble gray"",""amber yellow"",""cobalt violet"",""onxy  black""]},{""name"":""storage capacity"",""variations"":[""256gb"",""512gb""]}]",amber yellow,"[""authentic"",""change of mind"",""30 days free returns"",""warranty not available""]",1,[],samsung,"[{""name"":""color family"",""value"":""amber yellow""},{""name"":""storage capacity"",""value"":""512gb""}]",1,https://www.lazada.com.my,198,224843.74,57,"[""mobiles & tablets"", ""smartphones""]",smartphones,92,Smartphones,91.0,2,"[""Mobiles & Tablets"", ""Smartphones""]"
500,https://www.lazada.com.my/products/ugreen-6a-100w-aluminum-shell-nylon-type-c-fast-charger-usb-cable-for-huawei-p60p40-prop40-pro-p30-prop10p10-prop20huawei-mate-60-promate-20-pro-v10v20-super-charge-usb-c-cable-i310360559-s11559467524.html,ugreen 6a 100w aluminum shell nylon type c fast charger usb cable for huawei p60/p40 pro/p40 pro+/ p30 pro/p10/p10 pro/p20//huawei mate 60 pro/mate 20 pro /v10/v20 super charge usb c cable,4.9,2592,12.06,4.33,usd,"[""https://img.lazcdn.com/g/p/8ae1554f54b7404f5dafec6f05079484.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8ae1554f54b7404f5dafec6f05079484.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/645002ce8b31e3727af9c57331899f8d.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/11b04bd65173052fe200a6cfeb637b6d.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d7ec9b51f87bbf065f2d548080164a7c.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/80afd9b7d0dd5cf31c57dcc02f275c5d.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3506c073f27e72da0a4197eb4b96412f.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/65e4f71b1a535de165d35b13cacbb084.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c8615ed83710003f3509471fbc094081.jpg_120x120q80.jpg_.webp""]",ugreen official store,"[{""name"":""brand"",""value"":""ugreen""},{""name"":""sku"",""value"":""310360559_my-18548986638""},{""name"":""input_voltage"",""value"":""4.5v/5a""},{""name"":""warranty type"",""value"":""international manufacturer warranty""},{""name"":""data_trans_speed"",""value"":""usb2: 0-480mbps""},{""name"":""power_consumption"",""value"":""100w""},{""name"":""plug type"",""value"":""type c""},{""name"":""model"",""value"":""ugreen flagship store-us279""}]","ugreen. ugreen official malaysia. ugreen magsafe powerbank. u green official store. switch official store. baseus car charger. please notice: this product is special for huawei, others phone model and table maybe will not compatible. note: this cable doesn't support samsung handphone. please notice: this product is special for huawei, others phone model and table maybe will not compatible. note: this cable doesn't support samsung handphone. super charging: it supports 6a current for huawei mate 10/10 pro/9/9 pro/9 honor v10, honor note 10, huawei mate p10/p10 plus when working with 4.5v/5a huawei original charger or other chargers with supercharge protocol, included 4.5v/5a, 5v/4.5a. ugreen 6a supercharge usb c cable for huawei mate 9 mate 10 mate 20/p10/p20/p30/v10/v20/honor note 10allows you to connect your usb-c devices for charging and syncing. it supports fast charging up to 6a and fast data transferring up to 480mbps. huawei mate 10 can be fully charged within 1.5 hours",0.98,99.0,100.0,310360559_my-11559467524,310360559,"[""nylon braided"",""pvc black""]","[{""name"":""color family"",""variations"":[""nylon braided"",""pvc black""]},{""name"":""cable length (m)"",""variations"":[""1.5"",""2"",""1"",""0.25"",""0.5""]},{""name"":""connection"",""variations"":[""type c""]}]",nylon braided,"[""authentic"",""change of mind"",""30 days free returns"",""warranty not available""]",1,"[""min. spend rm150""]",ugreen,"[{""name"":""color family"",""value"":""nylon braided""},{""name"":""cable length (m)"",""value"":""2""},{""name"":""connection"",""value"":""type c""}]",1,https://www.lazada.com.my,10998,47574.79,59,"[""electronics accessories"", ""mobile accessories"", ""cables & converters""]",cables & converters,75,Cables & Converters,74.0,3,"[""Electronics Accessories"", ""Mobile Accessories"", ""Cables & Converters""]"
